schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,874fbe1e-309d-4c5b-a282-539d0316170d,T1.Q9,Do the errors in the writing make understanding the text more difficult?,RADIO,NONE,,{},5,0004967d-c789-40dd-affb-d5f5c449559a,T1.Q9.A4,Slightly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,874fbe1e-309d-4c5b-a282-539d0316170d,T1.Q9,Do the errors in the writing make understanding the text more difficult?,RADIO,NONE,,{},5,ab4d6a63-0352-4e8f-9fc7-ea607debf443,T1.Q9.A5,Not at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,07f0e43e-8af6-4ed6-9382-ce5253a29c6c,T1.Q10,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,b930d63b-88d2-4e68-b2f7-565cd0c172bd,T1.Q10.A1,Very,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,07f0e43e-8af6-4ed6-9382-ce5253a29c6c,T1.Q10,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,f8b8d1b2-5f2c-4b9e-9377-5da20031d3fd,T1.Q10.A2,Somewhat,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,07f0e43e-8af6-4ed6-9382-ce5253a29c6c,T1.Q10,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,571eed0a-b387-4918-90da-2fa9325fb47d,T1.Q10.A3,Mildly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,07f0e43e-8af6-4ed6-9382-ce5253a29c6c,T1.Q10,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,490ef285-b80b-44a9-8235-4a96b88165be,T1.Q10.A4,Very Mildly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,07f0e43e-8af6-4ed6-9382-ce5253a29c6c,T1.Q10,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,bab5e76f-114d-4e15-ac60-3d89e29238bb,T1.Q10.A5,Not at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,17461f81-7bca-44dd-aa08-583089bf89c7,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,608e1afe-3d4c-4d4e-a699-8883ea3a7ca9,T1.Q11.A1,Nope,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,17461f81-7bca-44dd-aa08-583089bf89c7,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,4c2f1181-7c52-42e4-b472-a641d3f14cbc,T1.Q11.A2,Good job!,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,17461f81-7bca-44dd-aa08-583089bf89c7,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,7a76b9fd-4a3f-4feb-93ef-12c7e444269a,T1.Q11.A3,Great job!,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,17461f81-7bca-44dd-aa08-583089bf89c7,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,2861f7ff-fa9a-4645-9600-733cc43d902f,T1.Q11.A4,Excellent job! (artfully and fairly presenting a very difficult subject),,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,6ad379a4-a1cc-4785-ae70-daa10c909e5a,T1.Q12.A1,1: I was guessing randomly for everything,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,a0694880-a82e-462f-875a-30787c083e2c,T1.Q12.A2,2,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,81f79bf7-1a51-4231-a0ca-2a79991cd74b,T1.Q12.A3,3,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,f94d0f41-3910-4f63-a36f-b1196f4d420a,T1.Q12.A4,4,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,c353c469-2771-425e-96fc-141931be9b86,T1.Q12.A5,5: 50-50,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,54a791ea-b752-4c4e-bbd7-3ac11a935e7a,T1.Q12.A6,6,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,68394f64-841b-4cd2-9eed-ee2332b4575b,T1.Q12.A7,7,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,ef5d134c-0b00-4682-aaf5-a72748475add,T1.Q12.A8,8,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,4fb95c85-46c9-47b7-b0fb-cedf6a8a1856,T1.Q12.A9,9,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,e7f31aac-cff9-4828-bb94-d1be05f03041,T1.Q12,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,fd58caeb-4e85-49bc-8c35-9d6da50f44b7,T1.Q12.A10,10: 100% certain about all my answers,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,d962d175-230c-4c08-b7f4-da085646a621,T1.Q13,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,TEXT,NONE,,{},1,a890ca0b-5b72-4b97-8770-0a723a502b65,T1.Q13.A1,placeholder answer for TEXT,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
