,Answer_Number,Key Question,Label,Point_Recommendation,Question_Number,Question_Number_V2,Question_Type,Schema,Unnamed: 0,Unnamed: 0.1,agreed_Answer,agreement_adjusted_points,agreement_score,alpha_unitizing_score,alpha_unitizing_score_inclusive,answer_content,answer_uuid_x,answer_uuid_y,arg_T1.Q1,arg_case_number,arg_match_score,arg_offsets,article_num,article_sha256,coding_perc_agreement,highlighted_indices,num_answer_choices,num_users,one_two_diff,points,prereq_passed,question_text,question_type,quiz_task_uuid,schema,schema_namespace,schema_sha256,source_T1.Q1,source_T1.Q2,source_T1.Q3,source_T1.Q4,source_match_score,src_case_number,src_offsets,target_text,tua_uuid
22,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,8.0,211.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,1f1f4f61-9dca-442a-be51-02ed0e5f7ec8,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7fef1e3e-8d18-4a0e-8f89-977c9c3ce72b
23,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,9.0,924.0,1.0,0.0,0.8764139158675059,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,0.8764139158675059,[],4.0,5.0,0.8764139158675059,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,924fddfe-5cb3-4c24-bb8c-3402a1087c2e,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9337c4bd-2fa1-40c4-ab48-0c132689965f
24,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,10.0,846.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,8d42e8fc-8515-4e9e-bf10-43cb6b7842ae,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47222edd-67a7-4d3d-9e3c-ec19bc36ba5e
25,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,11.0,1281.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,c5d5ab67-ac06-49c8-8cb6-be6b53897584,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,e82b387c-eb68-4582-979b-2b9cf3d4e46e
26,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,12.0,1359.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,cb82f1f9-9383-49c9-a244-65e044e642d7,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,bec3f95b-c917-42b3-9619-0c9a31132479
27,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,13.0,1573.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,dd66b198-cc1f-49c6-94b7-cf57aa439f18,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,fdc36128-449b-4699-8336-aad6ea3025dd
28,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,14.0,1475.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,d85013c6-3301-49e8-97a4-7fa73ac0a50e,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2e028b45-2249-4efb-8a4f-87daca5cd774
29,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,15.0,1670.0,1.0,0.0,0.43602623773692895,-0.004361440393648053,-0.004361440393648053,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.16666666666666666,0.0,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,0.8764139158675059,"[, , , 1, , , , 2, , , , 3, ..., 4488, 4489, 4490]",4.0,5.0,0.8764139158675059,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,f5c224f1-da19-41d3-951d-46945c93bd95,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000UNDERMINING0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000WE’RE DETERMINED TO FIND OUT0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,eda38606-a9f2-4159-941f-24b213dff056
30,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,16.0,57.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,1.0,[],4.0,5.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,0251a8d9-7e15-4521-8353-5ff620c8f113,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9a5069d1-5b3d-4c1b-8505-9774a32647cd
31,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,17.0,191.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,1.0,[],4.0,5.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,1ceb21a3-1252-44ea-ba08-38b97dc7e869,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,933a53ce-2735-4105-b767-d3114de7d0bf
32,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,18.0,1243.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,1.0,[],4.0,5.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,c3247759-6acc-470c-abad-363a6ddf71cf,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d
33,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,19.0,250.0,1.0,0.0,0.8764139158675059,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,0.8764139158675059,[],4.0,5.0,0.8764139158675059,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,21f97050-e76d-445c-a261-df489009c51c,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,e8833dbe-360d-47d4-a341-a7ac1466fe03
34,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,20.0,467.0,1.0,0.0,0.8764139158675059,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,0.8764139158675059,[],4.0,5.0,0.8764139158675059,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,39aaccaa-b9d1-4c38-8913-46ad31ae5a87,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,918e4193-4651-4733-9113-7a07d6b53760
35,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,21.0,1069.0,1.0,0.0,0.8764139158675059,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,0.8764139158675059,[],4.0,5.0,0.8764139158675059,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,a5cd74e5-0be8-4307-96dd-52a197308fdf,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,c4692d72-62d6-43bb-8989-0b5640098950
36,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,22.0,272.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,1.0,[],4.0,5.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,251a3d9b-bc13-4faa-9a8c-dc316b6de570,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14156354-0cf7-48d3-ae94-db28a1c61a4f
37,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,23.0,1764.0,1.0,0.0,0.467970000576925,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,0.467970000576925,[],4.0,5.0,0.467970000576925,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,fe13a17d-96d8-4734-9c95-48f2ef0a386e,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,722dccbc-6454-4c2c-9b07-80692679ebd0
38,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,24.0,639.0,1.0,0.0,0.8150120424781608,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,0.8150120424781608,[],4.0,5.0,0.8150120424781608,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,5dd1205f-a9d6-4676-bd05-deda3d3b9c8d,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,b4bf9978-1a70-41dc-8859-0bcf2caa802e
39,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,25.0,658.0,1.0,0.0,0.7046225537795221,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100035.0,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,0.7046225537795221,[],4.0,5.0,0.7046225537795221,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,6c3ecd39-8d50-42f2-8350-27eb19db3670,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,bea3d6b8-2f38-46f5-bfd3-8e93b0e53ee6
40,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,26.0,131.0,1.0,0.0,0.7046225537795221,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100035.0,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,0.7046225537795221,[],4.0,5.0,0.7046225537795221,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,0d3fca42-138f-4925-b124-4863e9c71019,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6b5f80c1-8c30-49a3-a132-105272536ca7
41,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,27.0,1420.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,cd6dacb2-189a-4298-a47a-8a00645de98e,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2d1f2eaf-706a-4575-ab4d-3d2a4a31d04a
42,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,28.0,1378.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,cbee9ab3-3e74-4ca7-8e83-ee9720436a23,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19f5459a-0e21-4530-9dc7-a4f57aff35cc
43,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,29.0,1651.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,ee4be795-5a3f-4bdd-8527-35778d78a69f,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6e5bcb91-b4fe-48a2-b731-ca3b9cee950b
44,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,30.0,1491.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,d926ab10-e499-4189-b184-ce43c982bae6,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
45,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,31.0,1554.0,1.0,0.0,0.691800412632,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100037.0,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,0.691800412632,[],4.0,4.0,0.691800412632,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,dbe270d0-60a9-4df1-b5a5-a2c29e7aa384,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,a09c4d6c-4586-492d-b18a-32358c156f71
46,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,32.0,1399.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100037.0,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,cce1601d-e2f0-4c08-8aed-6a905f702484,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,b153093e-cb37-4ea6-874c-e356039e3f0b
47,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,33.0,506.0,1.0,0.0,0.5849625007211562,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100038.0,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,0.5849625007211562,[],4.0,4.0,0.5849625007211562,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,45309569-6882-40c3-85b2-4b25f3bfc918,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86c13066-2b4b-4e60-b1df-04b205105c7a
48,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,34.0,1726.0,1.0,0.0,0.3899750004807708,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100038.0,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,0.3899750004807708,[],4.0,3.0,0.3899750004807708,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,fa9f67c4-03f6-4ab1-b1ea-e8f5391144c9,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ddff4d19-9fd3-4aee-9bef-fb3e673b5f09
49,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,35.0,944.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100039.0,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,931652b8-be8e-4352-8897-dc826e451c33,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42c30564-d891-406e-985d-1b9f306efb1d
50,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,36.0,16.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100040.0,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,e36702b6-3c12-470c-8e1c-e883b6f75989
51,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,37.0,430.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100040.0,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,371371f2-ff6c-4dfd-926d-9b837f4f00d3,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,b6aaa87a-1502-48e3-9ca2-d6b7fd2d4731
52,1.0,,Well-balanced,0.0,12.0,,ordinal,Language,38.0,1690.0,1.0,0.0,1.0,,,Nope,,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,0.0,0.0,0.0,0.0,100040.0,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,1.0,[],4.0,3.0,1.0,0.0,1.0,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",ordinal,f9c6e1ab-249c-40ed-96b0-516053ee1d66,Language,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4051fec8-e8e4-4d7e-91de-7dcbb08a8913
