task_pybossa_id,taskrun_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,contributor_id,anno_id,topic_namespace,topic_number,topic_name,question_number,question_text,answer_number,answer_text,case_number,start_pos,end_pos,target_text,source_text_length
311,146,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,15,841,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,0,0,0,,0
311,146,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,15,842,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,3,No Causal Claim,0,0,0,,0
311,146,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,15,843,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,8,No evidence given,0,0,0,,0
311,146,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,15,844,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,5,Not at All Convincing,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,845,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,5,Very high credibility,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,846,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,847,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,2,Somewhat clickbaity,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,848,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,1,Listicle (“6 Tips on …”),0,7,41,Five things that just don’t add up,12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,849,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,850,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",5,Other,0,803,869,Dozens of concert-goers reported the presence of multiple shooters,12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,850,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",5,Other,0,1783,1862,an unidentified woman had told other concert-goers they were “all going to die”,12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,850,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",5,Other,0,2825,2872,The multitude of videos that captured the event,12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,850,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",5,Other,0,3544,3575,Numerous reports from witnesses,12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,850,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",5,Other,0,4394,4460,"Fox News, a caller named Russell Bleck, who survived the shooting,",12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,850,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",5,Other,0,4849,4862,"news reports,",12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,851,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,852,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,853,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,854,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,855,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,856,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,857,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,858,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,859,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,0,0,0,,0
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,860,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,11713,11776,Why is ISIS claiming responsibility for the Las Vegas massacre?,12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,860,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,8510,8649,"Thus, this is not a “lone gunman” massacre. There was coordination. At least three people were aware this shooting was about to take place.",12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,860,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,6805,6937,"Although law enforcement says there was only one shooter, multiple witnesses are openly reporting the presence of multiple shooters.",12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,861,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,4,A plausible mechanism is proposed,0,7138,7323,"This question about multiple shooters was also raised after the Aurora, Colorado “Batman movie theater” shooting, in which numerous witnesses reported the presence of multiple shooters.",12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,861,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,4,A plausible mechanism is proposed,0,7325,7532,"If this shooting was carried out by multiple shooters, it would obviously indicate planning and coordination among a group of people who sought to carry out the shooting for a political purpose of some kind.",12546
313,147,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/313,credco_webconf_articles.tar,45,45article.txt,13,862,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,1,Very Convincing,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,863,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,5,Very high credibility,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,864,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,865,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,1,Very much clickbaity,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,866,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,3,"Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)",0,19,35,TRIPLE your risk,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,866,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,3,"Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)",0,69,87,FAR more dangerous,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,867,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,868,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,869,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",3,Studies,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,870,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,871,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,0,2279,2378,"Matthew Pase, senior fellow in the department of neurology at Boston University School of Medicine,",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,872,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,2,Expert 2,0,3076,3220,"Rachel Johnson, past chairwoman of the American Heart Association's Nutrition Committee and professor of nutrition at the University of Vermont,",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,873,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,3,Expert 3,0,3842,3902,"Dr Rosa Sancho, Head of Research at Alzheimer's Research UK,",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,874,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,1,Scientific Study 1,0,708,742,"Their study of almost 4,400 adults",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,874,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,1,Scientific Study 1,0,985,1030,The team of scientists from Boston University,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,875,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,2,Scientific Study 2,0,1544,1606,major review in January by Imperial College London researchers,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,876,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,3,Scientific Study 3,0,1815,1955,"In this latest study - published in the American Heart Association's journal Stroke - researchers looked at 4,372 adults over the age of 45.",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,877,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,0,4524,4556,"British Soft Drinks Association,",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,878,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,2,Cited Organization 2,0,4791,4812,Public Health England,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,879,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,880,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",1,Yes,0,3591,3740,The researchers are still not sure whether diet drinks are causing strokes or dementia – or whether those who consume them are at higher risk anyway.,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,880,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",1,Yes,0,2785,3074,"Even if someone is three times as likely to develop stroke or dementia, it is by no means a certain fate.

'In our study, 3 percent of the people had a new stroke and 5 percent developed dementia, so we're still talking about a small number of people developing either stroke or dementia.'",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,880,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",1,Yes,0,4223,4292,it doesn't show that these drinks are the cause of this altered risk.,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,880,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",1,Yes,0,4294,4372,"'Future studies will need to confirm these findings in other groups of people,",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,881,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,882,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,883,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,884,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,885,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",2,Sort of,0,3364,3423,people should use artificially sweetened drinks cautiously.,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,885,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",2,Sort of,0,3425,3590,"'They may have a role for people with diabetes and in weight loss, but we encourage people to drink water, low-fat milk or other beverages without added sweeteners.'",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,886,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,887,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,0,0,0,,0
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,888,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,3227,3339,"'We know that limiting added sugars is an important strategy to support good nutrition and healthy body weights,",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,888,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,2121,2232,one or more diet drink a day were 2.9 times more likely to develop dementia and 3 times more at risk of strokes,7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,888,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,4377,4476,explore what might be underlying any link between artificially-sweetened soft drinks and dementia.',7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,889,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,0,1219,1394,"Boston University researchers found aspartame, a low-calorie sweetener, wreaks havoc on the arteries - as opposed to sugar-sweetened drinks - driving up one's risk of dementia",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,890,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,4,A plausible mechanism is proposed,0,1678,1813,"In fact the authors suggested they were encouraging obesity by triggering the sugar receptors in the brain, making us crave sweet food.",7158
314,148,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/314,credco_webconf_articles.tar,47,47article.txt,13,891,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,3,Moderately Convincing,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,892,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,2,Somewhat low credibility,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,893,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,894,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,1,Very much clickbaity,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,895,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,4,"Hidden secret or trick (“Fitness Companies Hate Him...”, “Experts are Dying to Know Their Secret”)",0,35,80,Your Answer May Have An Effect On Your Health,2571
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,896,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,897,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",1,None,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,898,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,1,Completely justified,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,899,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,900,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,901,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,902,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,903,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,904,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,905,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,906,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,0,0,0,,0
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,907,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,595,657,Each banana coloration comes with its own distinct advantages.,2571
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,907,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,784,988,"They are very low on the glycemic index, making them a wonderful snack for those who must pay close attention to their body’s sugar levels. Young and green bananas also lead to a longer period of satiety.",2571
315,149,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/315,credco_webconf_articles.tar,50,50article.txt,13,907,CredWeb3,1,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,0,1285,1403,"When a banana is fully yellow, the antioxidants contained within are able to protect our bodies from various diseases.",2571
