anno_id,task_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,topic_number,topic_namespace,topic_name,question_number,question_text,answer_number,answer_text,contributor_id,start_pos,end_pos,target_text
358,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,3,The correlation appears across multiple independent contexts,14,2828,2951,"This chemical has gone so mainstream that glyphosate has infiltrated every facet of our environment – our water, air, soil."
359,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,5,Not at All Convincing,14,0,0,
360,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,1,Very low credibility,15,0,0,
361,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,2,Somewhat Unrepresentative,15,0,0,
362,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,3,How is the title unrepresentative of the content of the article? (Select all that apply).,3,Title carries little information about the body,15,0,0,
363,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,1,Very much clickbaity,15,0,0,
364,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,4,"Hidden secret or trick (“Fitness Companies Hate Him...”, “Experts are Dying to Know Their Secret”)",15,8,88,Monsanto Is Scrambling To Bury This Breaking Story – Don’t Let This Go Unshared!
365,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,15,0,0,
366,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",3,Studies,15,0,0,
367,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,15,0,0,
368,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,1,Scientific Study 1,15,963,1098,A FDA-registered food safety laboratory tested iconic American food for residues of the weed killer glyphosate (aka Monsanto’s Roundup)
369,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,2,Scientific Study 2,15,1636,1708,"Independent research links glyphosate to cancer (sources: 1, 2, 3, 4, 5)"
369,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,2,Scientific Study 2,15,1709,1832,and it has been deemed a probable human carcinogen by the World Health Organization’s team of international cancer experts.
369,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,2,Scientific Study 2,15,1706,1712,5) and
370,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,3,Scientific Study 3,15,1974,2158,"Research also indicates that glyphosate is an endocrine disruptor, which disrupts hormones and leads to reproductive problems, early onset puberty, obesity, diabetes, and some cancers."
371,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,4,Scientific Study 4,15,3680,3808,The FDA quietly found it in almost every single sample of honey that they tested (from mass produced to organic mountain honey).
372,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,15,965,979,FDA-registered
372,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,15,980,1002,food safety laboratory
372,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,15,965,984,FDA-registered food
373,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,2,Cited Organization 2,15,1767,1794,World Health Organization’s
374,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,5,Not at all justified,15,0,0,
375,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,15,0,0,
376,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,15,0,0,
377,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,15,0,0,
378,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,15,0,0,
379,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,2,Sort of,15,5490,5572,poisoning us with unlawful amounts of chemicals. This is corruption at its finest.
379,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,2,Sort of,15,6533,6703,Could it be that Monsanto didn’t like the results they started getting – especially since the FDA found glyphosate in foods that should be especially safe like BABY FOOD?
380,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,15,0,0,
381,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,15,4479,4498,"Yes, I said poison."
381,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,15,5375,5572,"Instead of properly regulating, they effectively raised the “safe” level so that no one can blame the industry for poisoning us with unlawful amounts of chemicals. This is corruption at its finest."
381,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,15,6025,6148,Why won’t the EPA do their job to make sure that the world’s most widely used herbicide isn’t causing us all to get cancer?
381,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,15,6782,6874,Doesn’t the public deserve to know this information? It should be shouted from the rooftops!
381,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,15,7020,7151,If you really want to stop the corruption perpetuated by Monsanto and the large chemical companies – this is how we shut them down!
382,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",2,Sort of,15,5375,5572,"Instead of properly regulating, they effectively raised the “safe” level so that no one can blame the industry for poisoning us with unlawful amounts of chemicals. This is corruption at its finest."
383,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,15,1636,1832,"Independent research links glyphosate to cancer (sources: 1, 2, 3, 4, 5) and it has been deemed a probable human carcinogen by the World Health Organization’s team of international cancer experts."
384,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,5,An experimental study was conducted (natural experiments OK),15,1636,1832,"Independent research links glyphosate to cancer (sources: 1, 2, 3, 4, 5) and it has been deemed a probable human carcinogen by the World Health Organization’s team of international cancer experts."
384,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,5,An experimental study was conducted (natural experiments OK),15,1974,2158,"Research also indicates that glyphosate is an endocrine disruptor, which disrupts hormones and leads to reproductive problems, early onset puberty, obesity, diabetes, and some cancers."
385,285,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/285,credco_webconf_articles.tar,8,8article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,5,Not at All Convincing,15,0,0,
386,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,1,Very low credibility,13,0,0,
387,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,13,0,0,
388,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,1,Very much clickbaity,13,0,0,
389,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,3,"Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)",13,39,65,HORRIBLE INCURABLE DISEASE
390,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),13,18,30,E-CIGARETTES
390,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),13,39,65,HORRIBLE INCURABLE DISEASE
390,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),13,39,65,HORRIBLE INCURABLE DISEASE
390,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),13,18,30,E-CIGARETTES
390,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),13,89,112,WORSE THAN LUNG CANCER!
391,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,1,Yes,13,376,445,Harvard School of Public Health decided to do a study on E-cigarettes
392,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",3,Studies,13,0,0,
393,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,1,Scientific Study 1,13,1079,1136,They took 51 different flavored e-cigs and analyzed them.
394,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,12,"Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).",1,None,13,0,0,
395,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,1,Completely justified,13,0,0,
396,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,13,0,0,
397,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,13,0,0,
398,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,13,0,0,
399,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,13,0,0,
400,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,1,Yes,13,1653,1834,"Allan also noted how scary these findings are as the flavor names of these e-cigs include cotton candy, cupcake, and other flavors which would clearly be attractive to young people."
401,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,13,0,0,
402,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,13,272,357,"But of course, there’s the old saying that starts out, “if it’s too good to be true…”"
403,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",1,Yes,13,886,939,The disease is totally debilitating and irreversible.
404,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,13,2242,2464,"In addition to containing varying levels of the addictive substance nicotine, they also contain other cancer-causing chemicals, such as formaldehyde, and as our study shows, flavoring chemicals that can cause lung damage.”"
405,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,13,1984,2105,"David Christiani, Elkan Blout Professor of Environmental Genetics, was the co-author of the study and said the following:"
405,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,13,1137,1258,"The author, Joseph Allen, along with his team, discovered that at least 1 of 3 top toxins were found in 47 of the e-cigs."
406,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,13,753,885,This condition was first noticed in workers in microwave popcorn processing facilities who inhaled the artificial butter flavouring.
407,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,5,Not at All Convincing,13,0,0,
408,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,2,Somewhat low credibility,14,0,0,
409,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,2,Somewhat Unrepresentative,14,0,0,
410,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,3,How is the title unrepresentative of the content of the article? (Select all that apply).,5,Title overstates claims or conclusions in the body,14,0,0,
411,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,1,Very much clickbaity,14,0,0,
412,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,3,"Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)",14,39,65,HORRIBLE INCURABLE DISEASE
412,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,3,"Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)",14,89,112,WORSE THAN LUNG CANCER!
413,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),14,18,112,E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED ‘POPCORN LUNG’. WORSE THAN LUNG CANCER!
413,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),14,7,17,CONFIRMED:
414,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",14,18,30,E-CIGARETTES
414,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",14,31,38,CAUSE A
414,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",14,18,36,E-CIGARETTES CAUSE
414,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",14,31,38,CAUSE A
414,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",14,39,65,HORRIBLE INCURABLE DISEASE
415,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,1,Yes,14,359,585,"It turns out the Harvard School of Public Health decided to do a study on E-cigarettes and the results are startling. It looks as if they may not pose the traditional cigarette threat, but they pose a different one altogether."
416,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,14,0,0,
417,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",3,Studies,14,0,0,
418,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,14,0,0,
419,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,14,1149,1162,"Joseph Allen,"
420,286,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/286,credco_webconf_articles.tar,9,9article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,2,Expert 2,14,1984,2105,"David Christiani, Elkan Blout Professor of Environmental Genetics, was the co-author of the study and said the following:"
